loan_id,customer_id,account_id,loan_type,principal_amount,outstanding_balance,interest_rate_pct,tenure_months,emi_amount,disbursement_date,maturity_date,loan_status,installments_paid,installments_remaining,days_past_due,collateral_type,collateral_value,loan_purpose,credit_score_at_origination,annual_income_at_origination,debt_to_income_ratio,is_npa,bank_name,loan_officer_id
LOAN0000121,CUST003184,ACC0001427,HOME,614098.28,608022.55,5.0,84,8679.61,2025-04-02,2032-02-25,APPROVED,1,83,0,VEHICLE,,Home financing,570,49236.6,0.409,False,HDFC Bank,LO237
LOAN0000122,CUST006093,ACC0006366,MORTGAGE,888215.45,639476.11,9.25,48,22208.87,2025-03-09,2029-02-16,REJECTED,16,32,0,NONE,1808504.14,Mortgage financing,681,69295.61,0.459,False,Chase,LO657
LOAN0000123,CUST002113,ACC0000133,AUTO,39815.22,33060.82,14.91,36,1378.45,2023-12-30,2026-12-14,APPROVED,7,29,0,FD,83011.89,Auto financing,626,69157.96,0.152,False,Citibank,LO858
LOAN0000124,CUST009266,ACC0000920,AUTO,29105.33,15796.83,4.51,120,301.78,2022-04-13,2032-02-20,UNDER_REVIEW,63,57,0,GUARANTOR,,Auto financing,618,87195.01,0.243,False,Axis Bank,LO964
LOAN0000125,CUST009172,ACC0009354,AUTO,54263.63,9568.66,16.88,120,938.97,2024-05-29,2034-04-07,CLOSED,68,52,0,FD,58793.13,Auto financing,689,56829.9,0.319,False,Chase,LO628
LOAN0000126,CUST002861,ACC0009427,HOME,234830.66,0.0,17.69,360,3479.72,2022-09-01,2052-03-27,UNDER_REVIEW,290,70,0,PROPERTY,519326.24,Home financing,637,60247.12,0.372,False,Axis Bank,LO382
LOAN0000127,CUST003235,ACC0003409,PERSONAL,49364.25,29808.46,6.59,84,735.18,2021-10-01,2028-08-25,CLOSED,38,46,0,VEHICLE,69788.11,Personal financing,562,35721.14,0.347,False,Bank of America,LO266
LOAN0000128,CUST006591,ACC0004808,PERSONAL,20132.48,11722.0,11.21,48,522.39,2023-03-02,2027-02-09,UNDER_REVIEW,23,25,0,GUARANTOR,,Personal financing,497,15227.47,0.284,False,HDFC Bank,LO137
LOAN0000129,CUST009713,ACC0000443,AUTO,46482.9,34612.77,10.43,60,997.49,2021-06-23,2026-05-28,CLOSED,17,43,0,VEHICLE,104266.81,Auto financing,694,58367.91,0.186,False,ICICI Bank,LO599
LOAN0000130,CUST001522,ACC0007953,HOME,571873.59,191844.29,12.84,24,27144.95,2020-11-16,2022-11-06,UNDER_REVIEW,20,4,0,PROPERTY,575886.83,Home financing,776,60704.05,0.194,False,Citibank,LO120
LOAN0000131,CUST001967,ACC0002553,MORTGAGE,626594.78,0.0,9.44,120,8087.41,2024-02-26,2034-01-04,ACTIVE,111,9,0,FD,1027383.47,Mortgage financing,669,116707.31,0.315,False,ICICI Bank,LO504
LOAN0000132,CUST002489,ACC0003220,BUSINESS,247426.37,232277.5,9.03,12,21641.24,2025-03-16,2026-03-11,DEFAULTED,1,11,54,PROPERTY,464292.18,Business financing,552,112457.71,0.315,False,Citibank,LO138
LOAN0000133,CUST001336,ACC0001047,EDUCATION,62673.73,31489.89,15.74,180,909.15,2025-01-17,2039-10-31,REJECTED,49,131,0,PROPERTY,92376.82,Education financing,642,83948.42,0.297,False,Axis Bank,LO725
LOAN0000134,CUST003187,ACC0001250,MORTGAGE,562369.01,293436.23,7.72,120,6740.17,2018-02-09,2027-12-19,DEFAULTED,57,63,44,VEHICLE,1199318.73,Mortgage financing,604,121535.57,0.194,False,ICICI Bank,LO711
LOAN0000135,CUST003303,ACC0000994,MORTGAGE,267632.29,217228.93,7.15,24,12000.8,2025-09-03,2027-08-24,REJECTED,6,18,7,GUARANTOR,,Mortgage financing,700,63728.98,0.577,False,Wells Fargo,LO673
LOAN0000136,CUST009416,ACC0006861,PERSONAL,9817.48,1774.77,10.86,60,212.77,2022-05-09,2027-04-13,DEFAULTED,54,6,136,VEHICLE,19922.02,Personal financing,662,59822.9,0.596,True,Axis Bank,LO406
LOAN0000137,CUST004558,ACC0002991,BUSINESS,238977.45,33976.25,4.98,240,1574.51,2023-10-26,2043-07-13,UNDER_REVIEW,186,54,0,VEHICLE,,Business financing,727,89046.38,0.459,False,Citibank,LO738
LOAN0000138,CUST002485,ACC0005174,AUTO,47999.84,12296.48,12.47,48,1275.12,2021-11-14,2025-10-24,UNDER_REVIEW,40,8,0,GUARANTOR,119289.8,Auto financing,522,19112.87,0.186,False,Chase,LO906
LOAN0000139,CUST007785,ACC0005259,PERSONAL,49869.69,16156.44,13.29,240,594.59,2017-12-30,2037-09-16,UNDER_REVIEW,81,159,0,VEHICLE,58793.58,Personal financing,524,68029.37,0.104,False,Wells Fargo,LO949
LOAN0000140,CUST002646,ACC0002499,EDUCATION,35530.37,12133.3,15.36,36,1237.94,2018-07-25,2021-07-09,DEFAULTED,27,9,99,VEHICLE,66285.25,Education financing,633,104774.36,0.428,True,Citibank,LO431
LOAN0000141,CUST001605,ACC0004183,BUSINESS,482112.28,221051.17,16.01,36,16952.02,2020-10-23,2023-10-08,APPROVED,22,14,0,NONE,617815.13,Business financing,692,12815.06,0.403,False,Bank of America,LO306
LOAN0000142,CUST003748,ACC0004355,PERSONAL,8299.91,5574.92,12.6,36,278.06,2023-08-08,2026-07-23,CLOSED,14,22,0,FD,12384.2,Personal financing,538,99705.1,0.303,False,Wells Fargo,LO144
LOAN0000143,CUST006108,ACC0004632,EDUCATION,27411.31,19321.48,11.49,120,385.23,2024-11-20,2034-09-29,REJECTED,30,90,12,FD,45794.33,Education financing,669,60328.32,0.29,False,HDFC Bank,LO483
LOAN0000144,CUST005494,ACC0005302,AUTO,10001.17,2198.93,11.22,60,218.55,2021-10-13,2026-09-17,UNDER_REVIEW,51,9,0,PROPERTY,21198.81,Auto financing,661,69862.64,0.518,False,Wells Fargo,LO108
LOAN0000145,CUST004815,ACC0000019,EDUCATION,25775.32,12302.01,6.42,120,291.63,2019-08-27,2029-07-05,ACTIVE,66,54,29,NONE,43770.53,Education financing,682,17651.43,0.163,False,HDFC Bank,LO492
LOAN0000146,CUST003848,ACC0007902,EDUCATION,64312.57,20146.49,6.52,36,1971.7,2021-10-27,2024-10-11,ACTIVE,32,4,0,GUARANTOR,72863.89,Education financing,669,188205.99,0.347,False,Citibank,LO625
LOAN0000147,CUST002072,ACC0006394,BUSINESS,30773.2,23323.68,16.92,24,1520.31,2025-01-11,2027-01-01,REJECTED,7,17,0,FD,,Business financing,625,82587.75,0.345,False,Bank of America,LO145
LOAN0000148,CUST003480,ACC0003782,HOME,692323.85,256598.42,14.26,12,62246.49,2024-03-21,2025-03-16,REJECTED,10,2,0,VEHICLE,1346369.09,Home financing,687,52839.79,0.251,False,HDFC Bank,LO852
LOAN0000149,CUST008906,ACC0007827,PERSONAL,46399.27,40735.67,8.43,12,4045.43,2018-02-24,2019-02-19,DEFAULTED,2,10,67,VEHICLE,103435.53,Personal financing,722,65004.27,0.102,False,Chase,LO262
LOAN0000150,CUST004814,ACC0001964,AUTO,24413.69,16385.35,11.52,48,637.17,2018-10-29,2022-10-08,UNDER_REVIEW,18,30,0,VEHICLE,,Auto financing,599,60152.2,0.21,False,Citibank,LO546
LOAN0000151,CUST004307,ACC0004127,EDUCATION,28725.06,6255.06,15.21,48,802.5,2022-08-10,2026-07-20,APPROVED,40,8,0,VEHICLE,,Education financing,590,86439.48,0.27,False,Axis Bank,LO953
LOAN0000152,CUST002911,ACC0002328,PERSONAL,45056.46,42464.68,10.86,120,617.09,2019-08-02,2029-06-10,DEFAULTED,6,114,95,PROPERTY,,Personal financing,800,83089.05,0.397,True,ICICI Bank,LO689
LOAN0000153,CUST001567,ACC0000964,HOME,570592.37,444523.46,7.7,24,25728.35,2023-04-06,2025-03-26,CLOSED,7,17,0,VEHICLE,,Home financing,802,15437.55,0.328,False,HDFC Bank,LO227
LOAN0000154,CUST005336,ACC0008981,MORTGAGE,193390.13,45865.42,7.8,60,3902.77,2017-07-07,2022-06-11,APPROVED,54,6,29,GUARANTOR,256121.29,Mortgage financing,627,123192.79,0.539,False,HDFC Bank,LO182
LOAN0000155,CUST003750,ACC0009520,PERSONAL,46587.82,0.0,10.02,240,450.2,2021-11-14,2041-08-01,DEFAULTED,168,72,145,PROPERTY,55554.31,Personal financing,557,86894.49,0.15,True,ICICI Bank,LO588
LOAN0000156,CUST005567,ACC0000074,BUSINESS,68390.91,40140.03,6.3,84,1008.96,2023-01-23,2029-12-17,APPROVED,40,44,0,NONE,156135.03,Business financing,807,32892.59,0.377,False,ICICI Bank,LO548
LOAN0000157,CUST000948,ACC0003295,MORTGAGE,396141.24,0.0,9.61,360,3362.81,2020-11-23,2050-06-19,APPROVED,284,76,0,VEHICLE,885053.94,Mortgage financing,719,107998.26,0.25,False,Axis Bank,LO802
LOAN0000158,CUST001287,ACC0004057,HOME,332258.13,0.0,18.16,360,5050.82,2023-05-22,2052-12-15,REJECTED,255,105,0,GUARANTOR,754877.86,Home financing,725,27053.08,0.496,False,Wells Fargo,LO928
LOAN0000159,CUST008559,ACC0005917,AUTO,16566.86,3335.59,9.28,120,212.38,2025-08-13,2035-06-22,DEFAULTED,89,31,60,NONE,,Auto financing,647,142384.83,0.296,False,Chase,LO650
LOAN0000160,CUST000413,ACC0000311,BUSINESS,225156.02,183258.5,15.78,120,3740.85,2020-06-25,2030-05-04,CLOSED,16,104,2,GUARANTOR,434089.22,Business financing,570,84339.36,0.538,False,Axis Bank,LO610
LOAN0000161,CUST008076,ACC0005180,HOME,573630.66,72635.7,6.68,120,6566.12,2019-02-16,2028-12-25,DEFAULTED,109,11,64,FD,,Home financing,551,94121.15,0.106,False,Wells Fargo,LO923
LOAN0000162,CUST006480,ACC0008149,MORTGAGE,342676.06,125316.19,15.38,36,11942.85,2020-02-05,2023-01-20,DEFAULTED,26,10,30,GUARANTOR,692319.16,Mortgage financing,703,87410.3,0.41,False,Citibank,LO338
LOAN0000163,CUST002715,ACC0004589,MORTGAGE,503799.11,140617.4,12.99,120,7519.29,2017-04-28,2027-03-07,REJECTED,69,51,0,FD,536663.49,Mortgage financing,612,25624.4,0.22,False,HDFC Bank,LO509
LOAN0000164,CUST003273,ACC0002434,MORTGAGE,566870.7,16112.38,13.13,84,10352.6,2019-06-13,2026-05-07,UNDER_REVIEW,76,8,12,NONE,,Mortgage financing,663,87421.94,0.424,False,Bank of America,LO567
LOAN0000165,CUST008540,ACC0000803,BUSINESS,386766.85,140147.93,5.72,48,9033.66,2022-11-26,2026-11-05,ACTIVE,39,9,0,PROPERTY,430648.51,Business financing,795,81256.58,0.219,False,Bank of America,LO577
LOAN0000166,CUST004040,ACC0009570,EDUCATION,74396.9,55767.63,13.24,12,6653.31,2023-09-06,2024-08-31,REJECTED,4,8,0,PROPERTY,142868.14,Education financing,799,64586.49,0.454,False,Axis Bank,LO842
LOAN0000167,CUST009572,ACC0004158,HOME,144298.27,75773.34,13.62,48,3915.71,2018-02-21,2022-01-31,ACTIVE,25,23,0,PROPERTY,,Home financing,624,67103.55,0.522,False,Bank of America,LO741
LOAN0000168,CUST005659,ACC0004067,HOME,480837.23,0.0,18.2,360,7325.16,2021-07-28,2051-02-21,ACTIVE,339,21,0,NONE,689384.2,Home financing,723,39208.91,0.33,False,Bank of America,LO166
LOAN0000169,CUST008066,ACC0000048,AUTO,26836.57,13864.31,8.53,180,264.74,2018-12-24,2033-10-06,UNDER_REVIEW,70,110,7,VEHICLE,60490.96,Auto financing,563,38590.97,0.564,False,Citibank,LO306
LOAN0000170,CUST007963,ACC0008868,MORTGAGE,236634.45,0.0,17.84,180,3783.6,2025-03-15,2039-12-27,UNDER_REVIEW,162,18,0,GUARANTOR,251351.12,Mortgage financing,778,34278.23,0.285,False,ICICI Bank,LO187
LOAN0000171,CUST005244,ACC0005869,EDUCATION,5607.34,0.0,15.92,360,75.04,2022-08-17,2052-03-12,ACTIVE,171,189,0,GUARANTOR,,Education financing,643,72794.39,0.135,False,Chase,LO850
LOAN0000172,CUST009731,ACC0004223,AUTO,58142.11,329.5,10.57,180,645.23,2018-08-14,2033-05-27,CLOSED,128,52,0,PROPERTY,127278.01,Auto financing,625,67445.07,0.457,False,HDFC Bank,LO184
LOAN0000173,CUST006311,ACC0003231,EDUCATION,77443.52,42889.09,5.13,360,421.91,2017-01-27,2046-08-23,DEFAULTED,117,243,103,FD,,Education financing,609,62142.54,0.425,True,ICICI Bank,LO532
LOAN0000174,CUST006735,ACC0008855,BUSINESS,40048.75,25405.2,14.5,120,633.92,2022-04-28,2032-03-06,UNDER_REVIEW,33,87,0,FD,40534.88,Business financing,635,52317.8,0.185,False,Bank of America,LO710
LOAN0000175,CUST003782,ACC0007604,EDUCATION,48891.08,0.0,15.16,240,649.58,2023-10-13,2043-06-30,APPROVED,238,2,10,PROPERTY,50309.93,Education financing,771,41427.6,0.221,False,Wells Fargo,LO138
LOAN0000176,CUST002219,ACC0006747,PERSONAL,43250.3,20654.46,5.07,24,1898.81,2020-03-05,2022-02-23,CLOSED,17,7,0,FD,,Personal financing,733,114950.08,0.52,False,Chase,LO950
LOAN0000177,CUST006127,ACC0005572,EDUCATION,74766.76,61732.47,16.85,36,2660.06,2021-04-10,2024-03-25,ACTIVE,7,29,0,PROPERTY,97049.43,Education financing,676,49249.72,0.245,False,Axis Bank,LO959
LOAN0000178,CUST008956,ACC0003079,BUSINESS,189876.98,189876.98,16.6,12,17281.66,2018-11-10,2019-11-05,ACTIVE,0,12,0,PROPERTY,278236.38,Business financing,644,124248.98,0.591,False,Axis Bank,LO634
LOAN0000179,CUST002786,ACC0006589,PERSONAL,10787.48,10300.59,9.06,84,173.89,2019-12-09,2026-11-02,REJECTED,4,80,0,NONE,,Personal financing,752,132798.68,0.505,False,Wells Fargo,LO120
LOAN0000180,CUST007640,ACC0007182,MORTGAGE,645033.53,384477.71,5.79,60,12407.42,2021-05-23,2026-04-27,REJECTED,30,30,0,GUARANTOR,,Mortgage financing,571,83849.02,0.254,False,Citibank,LO806
LOAN0000181,CUST008410,ACC0004553,AUTO,13751.61,12901.73,10.8,12,1214.11,2023-02-01,2024-01-27,ACTIVE,1,11,0,GUARANTOR,33596.59,Auto financing,651,54988.61,0.417,False,HDFC Bank,LO484
LOAN0000182,CUST006821,ACC0007490,HOME,281506.53,151870.38,4.97,24,12346.3,2025-09-17,2027-09-07,ACTIVE,15,9,0,VEHICLE,,Home financing,754,55951.1,0.33,False,Wells Fargo,LO884
LOAN0000183,CUST008350,ACC0006038,BUSINESS,79239.24,72854.64,7.77,240,651.49,2017-01-28,2036-10-15,CLOSED,14,226,0,NONE,,Business financing,685,69319.82,0.188,False,Wells Fargo,LO903
LOAN0000184,CUST007417,ACC0005867,PERSONAL,41882.63,0.0,15.06,84,809.61,2018-08-25,2025-07-19,UNDER_REVIEW,84,0,14,FD,,Personal financing,531,63859.09,0.58,False,Wells Fargo,LO298
LOAN0000185,CUST001164,ACC0004052,EDUCATION,15403.39,13420.25,13.76,240,188.87,2021-10-04,2041-06-21,UNDER_REVIEW,15,225,0,NONE,27200.84,Education financing,850,105661.65,0.126,False,Citibank,LO877
LOAN0000186,CUST002940,ACC0001239,EDUCATION,70409.12,48482.81,12.27,12,6264.66,2021-11-07,2022-11-02,ACTIVE,5,7,0,PROPERTY,,Education financing,700,48232.1,0.102,False,Chase,LO778
LOAN0000187,CUST008914,ACC0001382,HOME,377346.57,362257.57,17.03,360,5388.93,2025-08-07,2055-03-03,REJECTED,4,356,0,GUARANTOR,736162.48,Home financing,722,81938.09,0.311,False,Chase,LO576
LOAN0000188,CUST007711,ACC0007511,PERSONAL,30443.03,2138.39,5.27,360,168.48,2025-08-23,2055-03-19,REJECTED,240,120,0,PROPERTY,,Personal financing,603,104108.88,0.23,False,HDFC Bank,LO995
LOAN0000189,CUST001607,ACC0003319,AUTO,24015.64,3726.7,5.61,360,138.02,2020-03-02,2049-09-26,APPROVED,210,150,0,NONE,,Auto financing,699,31635.67,0.113,False,Chase,LO622
LOAN0000190,CUST000051,ACC0009331,HOME,118909.06,46960.71,14.28,180,1605.99,2018-07-04,2033-04-16,APPROVED,64,116,0,VEHICLE,,Home financing,804,123486.34,0.266,False,HDFC Bank,LO785
LOAN0000191,CUST002852,ACC0005377,MORTGAGE,778486.16,194824.45,5.56,48,18126.14,2019-11-12,2023-10-22,DEFAULTED,46,2,11,NONE,,Mortgage financing,636,61653.79,0.342,False,Chase,LO107
LOAN0000192,CUST007479,ACC0005952,MORTGAGE,224022.2,148566.44,15.93,48,6340.82,2018-04-16,2022-03-26,APPROVED,17,31,0,NONE,,Mortgage financing,620,58769.69,0.531,False,Chase,LO569
LOAN0000193,CUST005451,ACC0006934,HOME,621563.35,0.0,18.41,120,11364.23,2020-01-27,2029-12-05,DEFAULTED,99,21,99,VEHICLE,1495046.67,Home financing,539,41157.44,0.449,True,ICICI Bank,LO473
LOAN0000194,CUST009469,ACC0000070,MORTGAGE,183666.94,0.0,15.12,180,2585.69,2025-09-21,2040-07-04,APPROVED,179,1,15,VEHICLE,293447.27,Mortgage financing,731,63573.93,0.392,False,Wells Fargo,LO340
LOAN0000195,CUST008618,ACC0007927,PERSONAL,12323.93,0.0,12.97,240,144.12,2017-07-20,2037-04-06,APPROVED,235,5,25,FD,,Personal financing,571,49221.57,0.493,False,Chase,LO219
LOAN0000196,CUST007048,ACC0002787,HOME,391281.44,121521.03,6.99,24,17516.91,2019-08-01,2021-07-21,UNDER_REVIEW,22,2,25,NONE,910499.06,Home financing,686,64188.45,0.57,False,Wells Fargo,LO112
LOAN0000197,CUST001836,ACC0009919,PERSONAL,21991.74,12462.22,11.11,12,1944.8,2017-03-23,2018-03-18,UNDER_REVIEW,7,5,0,NONE,,Personal financing,784,40148.86,0.114,False,Wells Fargo,LO987
LOAN0000198,CUST004843,ACC0008487,PERSONAL,11764.82,8149.12,8.39,240,101.28,2025-09-16,2045-06-03,ACTIVE,51,189,0,GUARANTOR,,Personal financing,615,62203.25,0.568,False,HDFC Bank,LO315
LOAN0000199,CUST001180,ACC0006376,BUSINESS,368029.95,305247.23,6.09,36,11211.2,2017-09-06,2020-08-21,CLOSED,8,28,0,PROPERTY,759636.19,Business financing,706,111912.93,0.545,False,Wells Fargo,LO935
LOAN0000200,CUST000480,ACC0006387,EDUCATION,13554.56,9374.02,10.44,12,1194.44,2022-01-15,2023-01-10,APPROVED,5,7,0,NONE,18592.03,Education financing,681,82882.58,0.452,False,Citibank,LO856
LOAN0000201,CUST005142,ACC0000340,EDUCATION,27519.67,20300.29,7.77,36,859.45,2024-11-29,2027-11-14,CLOSED,12,24,0,FD,,Education financing,758,69569.28,0.137,False,Citibank,LO161
LOAN0000202,CUST002912,ACC0009962,HOME,420520.11,381341.12,6.1,24,18656.66,2019-12-25,2021-12-14,UNDER_REVIEW,3,21,0,VEHICLE,,Home financing,678,25546.83,0.559,False,Citibank,LO283
LOAN0000203,CUST001401,ACC0006737,HOME,799256.79,235014.65,4.76,48,18319.55,2019-07-27,2023-07-06,DEFAULTED,44,4,97,PROPERTY,1077951.86,Home financing,631,53195.8,0.352,True,Chase,LO123
LOAN0000204,CUST003294,ACC0006858,EDUCATION,58086.77,24557.2,9.94,180,622.07,2025-01-12,2039-10-26,CLOSED,77,103,0,FD,,Education financing,679,125542.98,0.129,False,Axis Bank,LO314
LOAN0000205,CUST000663,ACC0003265,AUTO,37729.7,21538.92,9.27,12,3304.24,2018-06-09,2019-06-04,DEFAULTED,7,5,30,GUARANTOR,85175.55,Auto financing,637,36329.32,0.312,False,Bank of America,LO956
LOAN0000206,CUST002282,ACC0006841,AUTO,28931.38,0.0,9.87,240,276.71,2019-07-19,2039-04-05,APPROVED,177,63,0,FD,,Auto financing,632,17891.36,0.268,False,Axis Bank,LO345
LOAN0000207,CUST001569,ACC0009698,PERSONAL,11553.22,4415.88,8.89,120,145.66,2023-03-16,2033-01-22,DEFAULTED,70,50,155,FD,24071.05,Personal financing,664,90859.46,0.25,True,Wells Fargo,LO675
LOAN0000208,CUST008500,ACC0000664,BUSINESS,181295.45,60318.62,11.28,36,5959.45,2018-04-30,2021-04-14,APPROVED,29,7,0,FD,,Business financing,627,67683.53,0.332,False,Bank of America,LO699
LOAN0000209,CUST002897,ACC0001375,PERSONAL,32294.97,9366.35,10.05,84,536.97,2021-01-08,2027-12-03,ACTIVE,61,23,0,PROPERTY,37144.55,Personal financing,656,61977.13,0.399,False,Chase,LO746
LOAN0000210,CUST003787,ACC0004183,MORTGAGE,246630.33,55058.89,9.45,84,4024.61,2023-01-18,2029-12-12,APPROVED,68,16,0,NONE,,Mortgage financing,829,17923.33,0.357,False,Bank of America,LO142
LOAN0000211,CUST005327,ACC0002051,MORTGAGE,882354.87,262048.05,7.13,120,10304.1,2024-06-05,2034-04-14,CLOSED,86,34,0,NONE,2106584.42,Mortgage financing,609,61041.29,0.572,False,HDFC Bank,LO886
LOAN0000212,CUST003132,ACC0009691,MORTGAGE,491561.24,62058.74,6.92,240,3787.5,2023-03-07,2042-11-22,ACTIVE,162,78,0,PROPERTY,,Mortgage financing,664,32608.29,0.518,False,HDFC Bank,LO928
LOAN0000213,CUST001298,ACC0002575,EDUCATION,79257.35,13231.39,10.79,60,1714.96,2025-05-30,2030-05-04,ACTIVE,55,5,23,NONE,157802.76,Education financing,676,105936.95,0.556,False,ICICI Bank,LO340
LOAN0000214,CUST001094,ACC0001000,EDUCATION,70452.81,68181.86,9.79,24,3244.22,2019-04-17,2021-04-06,CLOSED,1,23,0,NONE,115722.99,Education financing,603,48610.44,0.116,False,Chase,LO757
LOAN0000215,CUST006656,ACC0004341,AUTO,13140.43,11221.74,5.2,60,249.18,2023-11-22,2028-10-26,DEFAULTED,11,49,178,NONE,,Auto financing,804,79109.38,0.161,True,ICICI Bank,LO962
LOAN0000216,CUST005835,ACC0009791,AUTO,43624.99,31507.0,16.8,120,752.67,2025-03-27,2035-02-03,UNDER_REVIEW,23,97,0,FD,104204.3,Auto financing,628,87978.55,0.552,False,ICICI Bank,LO321
LOAN0000217,CUST002504,ACC0002781,BUSINESS,423108.77,59695.41,13.73,84,7866.09,2023-01-02,2029-11-26,DEFAULTED,66,18,119,GUARANTOR,,Business financing,591,34785.81,0.168,True,ICICI Bank,LO163
LOAN0000218,CUST002702,ACC0005432,BUSINESS,372815.45,335432.36,13.44,24,17801.47,2020-11-29,2022-11-19,REJECTED,3,21,0,GUARANTOR,893371.09,Business financing,608,81475.13,0.112,False,Bank of America,LO419
LOAN0000219,CUST002166,ACC0004132,BUSINESS,202518.09,0.0,16.1,360,2739.71,2025-05-10,2054-12-04,CLOSED,173,187,0,NONE,299322.5,Business financing,703,42748.03,0.118,False,Bank of America,LO864
LOAN0000220,CUST000892,ACC0004243,MORTGAGE,616503.47,483874.36,4.89,240,4031.28,2019-06-25,2039-03-12,ACTIVE,47,193,6,NONE,,Mortgage financing,697,16383.98,0.494,False,Axis Bank,LO190
LOAN0000221,CUST002453,ACC0004778,MORTGAGE,939321.5,422846.03,10.13,24,43401.3,2024-09-03,2026-08-24,APPROVED,17,7,0,FD,,Mortgage financing,667,103585.1,0.141,False,Bank of America,LO722
LOAN0000222,CUST000499,ACC0008274,BUSINESS,354902.78,0.0,13.79,120,5465.73,2018-10-16,2028-08-24,UNDER_REVIEW,113,7,0,NONE,,Business financing,569,15365.03,0.419,False,Axis Bank,LO152
LOAN0000223,CUST004930,ACC0006699,AUTO,33892.66,11627.42,5.3,360,188.21,2024-12-18,2054-07-14,APPROVED,169,191,0,VEHICLE,,Auto financing,575,90559.01,0.347,False,Wells Fargo,LO696
LOAN0000224,CUST009041,ACC0006130,PERSONAL,11449.73,439.63,16.4,60,280.87,2025-02-24,2030-01-29,APPROVED,56,4,0,VEHICLE,22092.04,Personal financing,710,48943.94,0.416,False,Citibank,LO245
LOAN0000225,CUST006467,ACC0003583,BUSINESS,330581.06,330581.06,4.78,12,28266.89,2019-05-13,2020-05-07,CLOSED,0,12,0,NONE,773420.42,Business financing,744,110867.34,0.117,False,Bank of America,LO232
LOAN0000226,CUST000131,ACC0009355,HOME,727119.6,211354.66,12.54,60,16373.49,2021-07-17,2026-06-21,ACTIVE,45,15,0,FD,,Home financing,692,186123.89,0.127,False,Citibank,LO228
LOAN0000227,CUST008449,ACC0006560,BUSINESS,122725.52,21310.05,16.88,48,3533.64,2023-02-12,2027-01-22,DEFAULTED,41,7,39,PROPERTY,,Business financing,650,75641.92,0.101,False,ICICI Bank,LO558
LOAN0000228,CUST007801,ACC0006340,AUTO,24014.12,19301.15,7.6,36,748.09,2024-10-14,2027-09-29,UNDER_REVIEW,9,27,0,GUARANTOR,,Auto financing,551,57783.78,0.112,False,Wells Fargo,LO992
LOAN0000229,CUST003440,ACC0009598,BUSINESS,445701.15,123695.68,12.38,60,10000.17,2022-06-19,2027-05-24,CLOSED,46,14,0,PROPERTY,528422.21,Business financing,657,85367.42,0.247,False,Bank of America,LO983
LOAN0000230,CUST005524,ACC0002801,AUTO,15253.46,14443.7,17.79,60,385.6,2019-06-03,2024-05-07,DEFAULTED,3,57,172,FD,,Auto financing,673,72912.67,0.571,True,Bank of America,LO413
LOAN0000231,CUST002803,ACC0004349,BUSINESS,92028.91,25412.23,11.82,180,1093.87,2024-10-25,2039-08-08,DEFAULTED,87,93,110,FD,108901.02,Business financing,782,49719.81,0.296,True,HDFC Bank,LO728
LOAN0000232,CUST007577,ACC0000633,EDUCATION,18903.76,8729.68,5.76,60,363.36,2019-09-06,2024-08-10,CLOSED,40,20,0,VEHICLE,,Education financing,534,36080.99,0.241,False,Chase,LO847
LOAN0000233,CUST008812,ACC0002796,AUTO,49464.84,28356.31,10.08,48,1256.46,2018-02-10,2022-01-20,DEFAULTED,24,24,180,VEHICLE,,Auto financing,539,97889.82,0.516,True,ICICI Bank,LO243
LOAN0000234,CUST005370,ACC0000608,HOME,315865.72,301163.16,12.07,36,10501.83,2022-03-09,2025-02-21,APPROVED,2,34,0,VEHICLE,,Home financing,768,90670.21,0.26,False,Bank of America,LO416
LOAN0000235,CUST008285,ACC0005660,AUTO,51287.6,0.0,12.29,360,539.03,2023-05-01,2052-11-24,ACTIVE,150,210,0,GUARANTOR,,Auto financing,745,109498.13,0.472,False,HDFC Bank,LO902
LOAN0000236,CUST005714,ACC0008886,PERSONAL,5173.48,1218.05,12.62,48,137.82,2022-03-18,2026-02-25,CLOSED,41,7,3,GUARANTOR,11631.65,Personal financing,659,40383.18,0.461,False,Citibank,LO231
LOAN0000237,CUST005012,ACC0003496,MORTGAGE,990670.34,404850.98,14.38,60,23246.8,2023-12-21,2028-11-24,UNDER_REVIEW,36,24,0,FD,2459671.97,Mortgage financing,656,92862.8,0.184,False,Axis Bank,LO742
LOAN0000238,CUST003066,ACC0007693,MORTGAGE,165302.14,102256.61,7.49,360,1154.68,2023-04-26,2052-11-19,CLOSED,78,282,0,GUARANTOR,,Mortgage financing,545,21600.14,0.165,False,Axis Bank,LO346
